fecha,BurstId,prediction_timestamp,burst_event_timestamp,burst_timestamp,split,family,family_reason,ExecutionSide,BurstSide,Entry_price,Initial_SL_ticks,Initial_TP_ticks,Result_Label,result TP SL BE,MAE_ticks,MFE_ticks,ExitTime_NY_Milliseconds,causal_row_flag,canonical_source_file,Delta1s,Delta2s,Delta3s,Delta5s,Delta10s,PeakPositiveDelta,PeakNegativeDelta,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,BuySellRatio,TradesPerSecond,ContractsPerSecond,Velocity1s,Velocity3s,Velocity5s,Acceleration1s,Acceleration3s,TicksPerSecond,CumulativeDeltaWindow,OR_WidthTicks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_VWAP_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_HVN_Ticks,Dist_LVN_Ticks,PreBurst_Acceptance_Dwell_Ratio_5s,PreBurst_Reclaim_Count_10s,PreBurst_Rotation_Index_10s,PreBurst_Local_Entropy_10s,PreBurst_Path_Efficiency_10s,PreBurst_Price_Per_Delta_3s,PreBurst_Price_Per_Volume_3s,PreBurst_Impulse_Survival_Seconds,PreBurst_Impulse_Decay_Slope_5s,Profile_Std_Ticks,Profile_Skewness,Profile_Excess_Kurtosis,Profile_Normalized_Entropy,Profile_Concentration,Profile_Effective_Nodes,Profile_Local_Maxima_Count,Profile_Position_Percentile,POC_Migration_Ticks,Flow_0_1_DirectionalNetDelta,Flow_1_3_DirectionalNetDelta,Flow_3_5_DirectionalNetDelta,Flow_0_1_GrossAggressive,Flow_1_3_GrossAggressive,Flow_3_5_GrossAggressive,Flow_0_1_CounterflowShare,Flow_1_3_CounterflowShare,Flow_3_5_CounterflowShare,Flow_0_1_DirectionalVelocityTPS,Flow_1_3_DirectionalVelocityTPS,Flow_3_5_DirectionalVelocityTPS,Flow_0_1_TicksPerAggressiveContract,Velocity_Retention_1_3,Velocity_Retention_3_5,Delta_Retention_1_3,Delta_Retention_3_5,Prior_Level_Touches_60s,Prior_Full_Crosses_60s,Prior_Volume_At_Level_Band_60s,Pre_Approach_Distance_Ticks,Pre_Approach_Velocity_TPS,Pre_Approach_Pause_Seconds,Time_Since_Last_Prior_Level_Touch_Seconds,Realized_Volatility_10s_Ticks,Realized_Volatility_30s_Ticks,Realized_Volatility_60s_Ticks,Short_Long_Volatility_Ratio,Flow_Aligned_Segment_Count,Flow_Conflict_Segment_Count,Observation_Coverage_60,GapFill_Seconds_60,Burst_Index_In_Episode,Seconds_Since_Prior_Burst,range,Body_AtEntry,Volume_AtEntry,Delta_AtEntry,Cumulative_Delta_AtEntry,Previous_Volume_AtEntry,Previous_Delta_AtEntry,Delta_Change_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,Score_AtEntry,Buy_Imbalance_Count_AtEntry,Sell_Imbalance_Count_AtEntry,Seconds_From_Open_AtEntry,Directional_OR_Extension_Ticks_AtEntry,Directional_VWAP_Distance_Ticks_AtEntry,Nearest_OR_Edge_Distance_Ticks_AtEntry,Body_OR_Ratio_AtEntry,Signed_Delta_Share_AtEntry,Signed_Previous_Delta_Share_AtEntry,Prior_Closed_ATR3_Ticks_AtEntry,Prior_Closed_ATR5_Ticks_AtEntry,PreEntry_Directional_Efficiency3_AtEntry,PreEntry_Directional_Delta_Share3_AtEntry,PreEntry_Range_Compression3_AtEntry,PreEntry_Volume_Climax_Ratio_AtEntry,Nearest_OR_Edge_Retest_Count_AtEntry,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,Directional_CLV_AtEntry,PreEntry_Acceptance_Dwell_Ratio_AtEntry,PreEntry_Reclaim_Count_AtEntry,PreEntry_Rejection_Speed_TPS_AtEntry,PreEntry_Rotation_Index_AtEntry,PreEntry_Local_Entropy_AtEntry,PreEntry_Path_Efficiency_AtEntry,PreEntry_Price_Per_Delta_AtEntry,PreEntry_Price_Per_Volume_AtEntry,Detector_Publish_Delay_Milliseconds,Signal_To_Entry_Latency_Milliseconds,Detector_Publish_To_Entry_Latency_Milliseconds,Liquidity_Burst_Index_In_Episode,Liquidity_Burst_Seconds_Since_Prior_Burst,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s,signed_acceleration_1s,price_impact_per_100_contracts,absorption_pressure_1s,delta_share_of_volume,mean_trade_size,delta_persistence_1_3,delta_persistence_3_5,direction_consistency,velocity_consistency,flow_price_alignment,acceleration_velocity_ratio,directional_vwap_distance,directional_poc_distance,profile_confluence_4t,burst_efficiency_score,liquidity_absorption_score
2023-04-17,LB_20230417_093332_BUY_0001,2023-04-17 13:33:33.085219900+00:00,2023-04-17 13:33:32+00:00,2023-04-17 13:33:33+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,13172.5,60,60,TP,+30,0,40,09:34:16.416,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-17_NY.csv,190,199,283,284,286,190,-9,181,6.547893418065737,1.0,5.318181818181818,257,278,5,2.333333333333333,1.8,5,1.666666666666667,5,283,15.0,4.0,19.0,12.302029836145756,15,8,18,1,0,0.2,0,0.25,0.721928094887362,0.75,0.024734982332155,0.016867469879518,1,0.6,4.40770850969508,0.266170695283227,-0.730182729999415,0.910948943325896,0.105241705388441,16.706232554627,4,1.0,,190,93,1,278,137,49,0.158273381294964,0.160583941605839,0.489795918367347,5,1.0,1.0,0.017985611510791,0.2,1.0,0.489473684210526,0.010752688172043,3,1,415,5,1.8,1,1.0,6.16441400296898,8.60232526704263,12.1655250605964,1.241185135481629,3,0,1.0,0,1,,75,20,1378,406,423,2725,-157,563,0.6,9,1,0,213.0852,-95,27.37,20,0.27,-0.29,0.06,71.67,52,-0.04,0.03,0.96,0.9,0,0.0,,0,0,0,0,0,0,0,0,1.65,85.22,83.57,1,,190.0,181.0,5.0,2.333333333333333,5.0,1.7985611510791366,38.0,0.6834532374100719,1.0817120622568093,0.4964912280701754,0.6021201413427562,1.0,1.0,1,1.0,12.302029836145756,15.0,2,0.02631578947368421,19.0
2023-04-19,LB_20230419_093353_SELL_0001,2023-04-19 13:33:54.064843900+00:00,2023-04-19 13:33:53+00:00,2023-04-19 13:33:54+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,13105.0,60,60,TP,+60,0,60,09:34:35.504,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-19_NY.csv,-250,-254,-277,-291,-317,14,-250,-246,-7.453952798121727,1.0,0.4279176201373,548,624,-3,-1.333333333333333,-0.4,-3,-1.666666666666667,-3,-277,14.0,5.0,19.0,8.21148331595412,16,4,17,0,-2,0.0,0,0.6,0.91829583405449,0.333333333333333,0.010830324909747,0.00431654676259,1,0.8,6.729450319737992,0.406728392122552,-1.002738525116409,0.945235096609066,0.10596976016684,22.541108315299,7,0.862421793534932,,250,27,14,624,71,126,0.299679487179487,0.309859154929577,0.444444444444444,4,0.0,-1.0,0.006410256410256,0.0,,0.108,0.518518518518519,0,0,0,21,0.4,2,,4.12310562561766,5.65685424949238,8.0,1.262438117295259,1,1,1.0,0,1,,70,10,3799,-129,-2168,2967,111,-240,0.18,10,0,0,234.0648,25,15.02,25,0.14,-0.03,0.04,68.33,49,0.22,-0.01,0.98,0.84,1,0.5,,0,0,0,0,0,0,0,0,24.49,64.84,40.36,1,,250.0,246.0,3.0,1.333333333333333,3.0,0.4807692307692308,83.33333333333333,0.40064102564102566,1.1386861313868613,0.36933333333333335,0.6303249097472924,1.0,1.0,1,1.0,-8.21148331595412,-16.0,3,0.012,58.33333333333333
2023-04-26,LB_20230426_093201_SELL_0001,2023-04-26 13:32:02.055938+00:00,2023-04-26 13:32:01+00:00,2023-04-26 13:32:02+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,12921.25,60,60,TP,+60,0,60,09:37:00.271,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-26_NY.csv,-175,-188,-227,-354,-409,-3,-175,-162,-7.473883976344057,1.0,0.368231046931408,356,379,-5,-2.0,-2.0,-4,-1.0,-5,-227,19.0,-29.0,-10.0,-17.26766150358897,-18,-23,-11,-1,1,1.0,0,0.285714285714286,0.543564443199596,0.9375,0.026431718061674,0.00796812749004,2,0.5,6.350928165426928,-0.481923033762093,-0.108556454486711,0.916910137273547,0.0775406120136,23.3047611071549,8,0.011994710993578,,175,52,127,379,374,245,0.269129287598945,0.43048128342246,0.240816326530612,4,0.5,2.0,0.010554089709763,0.125,4.0,0.297142857142857,2.442307692307692,15,5,886,0,2.0,1,4.0,6.78232998312527,8.54400374531753,11.0905365064094,1.497966100759425,3,0,1.0,0,1,,95,30,502,-190,-206,4147,-565,375,14.59,9,0,0,122.0559,-145,-85.57,50,0.32,-0.38,-0.14,70.0,59,-0.33,-0.14,0.74,0.0,1,1.0,,0,0,0,0,0,0,0,0,9.68,55.94,46.26,1,,175.0,162.0,5.0,2.0,4.0,1.3192612137203166,35.0,0.46174142480211083,1.0646067415730338,0.43238095238095237,0.9356828193832599,1.0,1.0,1,0.8,17.26766150358897,18.0,2,0.02857142857142857,17.5
2023-05-03,LB_20230503_093500_BUY_0001,2023-05-03 13:35:01.053012900+00:00,2023-05-03 13:35:00+00:00,2023-05-03 13:35:01+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,13208.75,60,60,SL,-60,60,0,09:45:36.542,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-03_NY.csv,190,189,206,209,254,190,-5,191,9.362271233868704,1.0,4.454545454545455,269,300,2,0.666666666666667,0.2,1,0.666666666666667,2,206,10.0,4.0,14.0,8.787591644764143,9,6,12,9,-1,1.0,0,0.333333333333333,0.863120568566631,0.625,0.014563106796117,0.008021390374332,2,0.7,3.258056551081488,0.206435455000678,-0.120786364030716,0.893409155487628,0.118826947018951,13.227322692783,2,0.997095033891271,,190,16,3,300,74,59,0.183333333333333,0.391891891891892,0.474576271186441,2,0.5,0.0,0.006666666666667,0.25,0.0,0.084210526315789,0.1875,27,3,954,-2,0.4,3,1.0,3.16227766016838,4.69041575982343,7.21110255092798,1.074172311059149,2,0,1.0,0,1,,50,10,307,193,496,1933,267,-74,9.5,10,1,0,301.053,-70,-17.03,20,0.2,-0.63,-0.14,53.33,53,-0.22,-0.11,1.07,0.78,3,0.67,,0,0,0,0,0,0,0,0,7.29,53.01,45.72,1,,190.0,191.0,2.0,0.666666666666667,1.0,0.6666666666666666,95.0,0.6333333333333333,1.1152416356877324,0.36140350877192984,0.6087378640776699,1.0,1.0,1,0.5,8.787591644764143,9.0,1,0.010526315789473684,76.0
2023-05-11,LB_20230511_093202_SELL_0001,2023-05-11 13:32:03.023827900+00:00,2023-05-11 13:32:02+00:00,2023-05-11 13:32:03+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,BUY,SELL,13400.0,60,60,SL,-60,60,0,09:34:11.865,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-11_NY.csv,-241,-343,-339,-343,-300,35,-241,-139,-4.698411051185458,1.0,0.258461538461538,270,409,-2,-1.666666666666667,-1.0,0,-0.666666666666667,-2,-339,12.0,-27.0,-15.0,-15.075912657795975,-25,-26,-9,0,-1,1.0,0,0.2,0.650022421648354,0.625,0.011799410029499,0.005625879043601,3,0.6,7.90598781134672,-0.218241676408528,-1.253704690962398,0.951427126304687,0.089901057659502,23.8158127512952,8,0.021920846127602,,241,98,4,409,302,120,0.205378973105134,0.337748344370861,0.483333333333333,2,1.0,0.0,0.004889975550122,0.5,0.0,0.406639004149378,0.040816326530612,17,0,1283,-10,1.0,3,41.0,3.46410161513775,4.58257569495584,6.557438524302,1.293993278441259,2,0,1.0,0,1,,60,20,715,-337,2090,5188,-380,43,6.61,10,0,2,123.0238,-135,-133.39,75,0.33,-0.47,-0.07,53.33,40,-0.82,-0.07,0.89,0.0,1,1.0,,0,0,0,0,0,0,0,0,13.96,23.83,9.87,1,,241.0,139.0,2.0,1.666666666666667,-0.0,0.4889975550122249,120.5,0.589242053789731,1.5148148148148148,0.46887966804979253,0.6070796460176991,1.0,1.0,1,-0.0,15.075912657795975,25.0,2,0.008298755186721992,96.4
2023-05-18,LB_20230518_093436_BUY_0001,2023-05-18 13:34:37.130016900+00:00,2023-05-18 13:34:36+00:00,2023-05-18 13:34:37+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,13681.25,60,60,SL,-60,100,0,09:40:00.007,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-18_NY.csv,137,143,163,151,167,137,-9,131,5.360975925957068,1.0,5.724137931034483,155,195,1,1.0,0.6,0,0.666666666666667,1,163,12.0,10.0,22.0,10.83351344479054,11,7,16,2,-1,1.0,0,0.4,0.650022421648354,0.666666666666667,0.012269938650307,0.007782101167315,3,0.2,4.720912105326408,0.193022853531434,-0.238200546538381,0.906092698814344,0.132286567923209,17.8073514014285,6,0.999237175004768,,137,26,-12,195,62,32,0.148717948717949,0.290322580645161,0.6875,1,0.5,0.0,0.005128205128205,0.5,0.0,0.18978102189781,-0.461538461538462,0,0,0,-7,0.6,3,,2.44948974278318,3.3166247903554,4.58257569495584,1.309307341415954,2,0,1.0,0,1,,60,20,1868,184,1445,2599,151,33,0.54,10,0,0,277.13,-110,-87.14,50,0.33,-0.1,-0.06,36.67,36,-0.41,-0.04,0.61,0.83,3,0.67,,0,0,0,0,0,0,0,0,25.0,130.02,105.02,1,,137.0,131.0,1.0,1.0,0.0,0.5128205128205128,137.0,0.7025641025641025,1.2580645161290323,0.39659367396593675,0.5558282208588957,1.0,1.0,1,0.0,10.83351344479054,11.0,2,0.0072992700729927005,123.3
2023-05-22,LB_20230522_093356_BUY_0001,2023-05-22 13:33:57.065921900+00:00,2023-05-22 13:33:56+00:00,2023-05-22 13:33:57+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,13876.25,60,60,SL,-60,60,0,09:35:00.300,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-22_NY.csv,130,156,181,253,331,130,-6,104,4.542580197052407,1.0,2.226415094339623,305,342,2,1.0,1.0,2,0.666666666666667,2,181,14.0,9.0,23.0,13.980175282373342,13,10,18,0,-1,1.0,0,0.0,0.0,1.0,0.016574585635359,0.005607476635514,1,0.0,4.478098186305456,0.475185771656773,0.552543221029029,0.876450809577718,0.114824014622487,16.7967652400668,6,0.999765665276281,,130,51,72,342,193,176,0.309941520467836,0.367875647668394,0.295454545454545,2,0.5,1.0,0.005847953216374,0.25,2.0,0.392307692307692,1.411764705882353,32,3,1607,-4,1.0,2,8.0,3.74165738677394,5.19615242270663,6.557438524302,1.397672483843414,3,0,1.0,0,1,,70,45,3303,587,-2076,3878,36,551,0.79,11,2,0,237.0659,-115,-77.83,45,0.64,-0.18,-0.01,56.67,42,0.05,0.02,0.81,0.7,0,0.0,,0,0,0,0,0,0,0,0,13.3,65.92,52.62,1,,130.0,104.0,2.0,1.0,2.0,0.5847953216374269,65.0,0.38011695906432746,1.1213114754098361,0.4641025641025641,0.8386740331491712,1.0,1.0,1,1.0,13.980175282373342,13.0,2,0.015384615384615385,52.0
2023-05-26,LB_20230526_093357_BUY_0001,2023-05-26 13:33:58.020596+00:00,2023-05-26 13:33:57+00:00,2023-05-26 13:33:58+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,SELL,BUY,14045.0,60,60,TP,+60,10,60,09:34:53.738,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-26_NY.csv,166,224,269,294,452,166,-11,108,4.68817639981748,1.0,2.66,310,366,1,1.0,1.0,0,0.0,1,269,12.0,12.0,24.0,14.308662613981763,13,11,21,0,-1,1.0,0,0.285714285714286,0.543564443199596,0.75,0.011152416356877,0.004392386530015,5,0.0,5.430370329876712,0.784012259526191,0.353258503853742,0.896049199022628,0.09468085106383,18.5304401471181,6,0.992857142857143,,166,103,25,366,317,171,0.273224043715847,0.337539432176656,0.426900584795322,1,1.0,1.0,0.002732240437158,1.0,1.0,0.620481927710843,0.242718446601942,44,7,1962,-7,1.0,0,15.0,2.82842712474619,4.69041575982343,6.40312423743285,1.082003561600918,3,0,1.0,0,1,,60,60,3677,677,1393,2870,-76,753,1.03,11,5,0,238.0206,-120,-166.96,60,1.0,-0.18,0.03,53.33,40,0.0,0.02,0.89,0.89,2,0.0,,0,0,0,0,0,0,0,0,7.97,20.6,12.63,1,,166.0,108.0,1.0,1.0,0.0,0.273224043715847,166.0,0.453551912568306,1.1806451612903226,0.5401606425702812,0.6557620817843867,1.0,1.0,1,0.0,14.308662613981763,13.0,2,0.006024096385542169,149.4
2023-05-31,LB_20230531_093156_BUY_0001,2023-05-31 13:31:57.052030+00:00,2023-05-31 13:31:56+00:00,2023-05-31 13:31:57+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,14348.75,60,60,SL,-60,60,50,09:34:32.589,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-31_NY.csv,164,198,221,219,265,164,-10,130,3.827056874695942,1.0,3.075949367088608,233,322,1,0.666666666666667,0.4,0,0.0,1,221,15.0,4.0,19.0,8.396373056994818,5,2,12,-1,1,1.0,0,0.333333333333333,0.591672778582328,0.571428571428571,0.013574660633484,0.006289308176101,2,0.4,5.229290494250984,-0.553720043151147,-0.84858427052914,0.900481614904749,0.154643284176963,16.1743539793942,4,0.977779992028697,,164,57,-2,322,155,132,0.245341614906832,0.316129032258065,0.507575757575758,1,1.0,0.0,0.003105590062112,1.0,0.0,0.347560975609756,-0.035087719298246,42,15,3433,-2,0.4,0,2.0,2.64575131106459,5.56776436283002,8.24621125123532,0.785905247993375,2,0,1.0,0,1,,75,20,4967,-11,-2621,5075,101,-112,0.35,10,2,0,117.052,-95,-2.95,20,0.27,0.0,-0.02,45.0,35,0.0,0.0,0.6,0.0,0,0.0,,0,0,0,0,0,0,0,0,9.81,52.03,42.22,1,,164.0,130.0,1.0,0.666666666666667,0.0,0.3105590062111801,164.0,0.5093167701863354,1.3819742489270386,0.4491869918699187,0.5945701357466063,1.0,1.0,1,0.0,8.396373056994818,5.0,3,0.006097560975609756,147.6
2023-06-05,LB_20230605_093500_BUY_0001,2023-06-05 13:35:01.036505+00:00,2023-06-05 13:35:00+00:00,2023-06-05 13:35:01+00:00,discovery,C_MIXED_PATH,TP/SL con excursión intermedia; no cumple A ni B estricta,SELL,BUY,14611.25,60,60,TP,+30,15,50,09:36:38.880,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-05_NY.csv,365,473,490,471,500,365,-18,257,7.868874954116377,1.0,2.682027649769585,681,799,4,2.333333333333333,1.4,2,1.0,4,490,14.0,20.0,34.0,17.650426657768033,11,6,24,1,-1,1.0,0,0.333333333333333,0.591672778582328,0.909090909090909,0.014285714285714,0.007128309572301,4,1.1,8.20435930422136,-0.121253806844308,-0.962203731485669,0.917323026171674,0.082042236735472,26.7689982702392,7,0.999856986223006,,365,125,-19,799,183,129,0.271589486858573,0.158469945355191,0.573643410852713,4,1.5,0.0,0.005006257822278,0.375,0.0,0.342465753424658,-0.152,0,0,0,-13,1.4,0,,5.0,6.16441400296898,9.05538513813742,1.352504452001147,2,0,1.0,0,1,,70,20,808,360,2126,2644,306,54,19.3,11,2,0,301.0365,-170,-205.6,100,0.29,-0.45,-0.12,40.0,56,-0.46,-0.08,0.57,0.67,1,1.0,,0,0,0,0,0,0,0,0,2.1,36.51,34.41,1,,365.0,257.0,4.0,2.333333333333333,2.0,0.5006257822277848,91.25,0.4568210262828536,1.1732745961820852,0.4474885844748858,0.576734693877551,1.0,1.0,1,0.5,17.650426657768033,11.0,2,0.010958904109589041,54.75
2023-06-13,LB_20230613_093139_SELL_0001,2023-06-13 13:31:40.043985900+00:00,2023-06-13 13:31:39+00:00,2023-06-13 13:31:40+00:00,discovery,A_TRUE_ABSORPTION,TP; MAE<=10; MFE>=TP inicial,BUY,SELL,15080.0,60,60,TP,+60,5,60,09:32:31.447,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-13_NY.csv,-139,-166,-165,-156,-268,16,-139,-112,-2.977203989275192,0.98989898989899,0.141975308641975,173,185,-1,-1.666666666666667,-0.4,1,-0.666666666666667,-1,-165,20.0,-25.0,-5.0,-13.98160046728972,-18,-21,-10,-2,1,1.0,1,0.375,0.91829583405449,0.384615384615385,0.03030303030303,0.01628664495114,3,0.9,5.45638614606344,-0.427130817319441,-0.29355699290568,0.915459273188903,0.09832554517134,20.4340866757413,7,0.006522585669782,,139,26,-9,185,122,189,0.124324324324324,0.39344262295082,0.523809523809524,1,2.0,-1.5,0.005405405405405,2.0,-0.75,0.18705035971223,-0.346153846153846,13,3,1505,-3,0.4,0,1.0,4.58257569495584,7.93725393319377,11.8321595661992,0.948683298050516,2,0,1.0,0,1,,100,30,3732,-218,37,6572,216,-434,0.75,9,0,1,100.044,-125,28.98,25,0.3,-0.06,0.03,51.67,38,0.0,0.0,0.52,0.0,0,0.0,,0,0,0,0,0,0,0,0,1.38,43.99,42.61,1,,139.0,112.0,1.0,1.666666666666667,-1.0,0.5405405405405406,139.0,0.7513513513513513,1.069364161849711,0.39568345323741005,0.5672727272727273,1.0,1.0,1,-1.0,13.98160046728972,18.0,2,0.007194244604316547,125.10000000000001
2023-06-22,LB_20230622_093240_BUY_0001,2023-06-22 13:32:41.030431+00:00,2023-06-22 13:32:40+00:00,2023-06-22 13:32:41+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,15000.0,60,60,SL,-60,60,0,09:33:15.744,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-22_NY.csv,141,177,171,188,255,141,-6,105,2.675621753244732,0.9875,3.169230769230769,219,271,2,1.333333333333333,1.2,1,0.0,2,171,17.0,11.0,28.0,13.581827530483325,18,5,19,0,1,1.0,0,0.0,0.0,1.0,0.023391812865497,0.010610079575597,4,0.3,6.517113925568328,-0.047356759488105,-0.754052969300851,0.946914829416088,0.067797855149111,25.0442494541081,7,0.994050242397532,,141,30,17,271,106,103,0.239852398523985,0.358490566037736,0.41747572815534,2,1.0,1.0,0.007380073800738,0.5,1.0,0.212765957446809,0.566666666666667,23,4,1342,-5,1.2,1,7.0,4.89897948556636,7.61577310586391,12.4096736459909,0.966987556830453,3,0,1.0,0,1,,85,25,2468,140,-1009,5304,132,8,0.61,11,1,0,161.0304,-140,-21.88,55,0.29,-0.06,-0.02,70.0,52,-0.71,-0.02,0.82,0.0,1,1.0,,0,0,0,0,0,0,0,0,8.24,30.43,22.19,1,,141.0,105.0,2.0,1.333333333333333,1.0,0.7380073800738007,70.5,0.5202952029520295,1.2374429223744292,0.40425531914893614,0.6596491228070176,1.0,1.0,1,0.5,13.581827530483325,18.0,2,0.014184397163120567,56.400000000000006
2023-06-23,LB_20230623_093159_BUY_0001,2023-06-23 13:32:00.009044+00:00,2023-06-23 13:31:59+00:00,2023-06-23 13:32:00+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,15061.25,60,60,SL,-60,60,10,09:34:31.473,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-23_NY.csv,150,171,170,164,200,150,-4,129,4.941094402083296,1.0,4.571428571428571,175,234,1,1.0,0.6,-1,0.0,1,170,18.0,1.0,19.0,10.495059802392095,14,7,16,3,-1,0.4,0,0.5,0.863120568566631,0.555555555555556,0.017647058823529,0.008333333333333,2,0.5,4.75950498591316,0.208634153163491,-0.638317407327592,0.923201620645826,0.104732189287572,18.0779568351239,5,0.993239729589184,,150,20,-6,234,126,72,0.179487179487179,0.420634920634921,0.541666666666667,1,1.0,0.0,0.004273504273504,1.0,0.0,0.133333333333333,-0.3,4,1,447,2,0.6,1,1.0,3.60555127546399,6.78232998312527,11.2694276695846,0.783692049434254,2,0,1.0,0,1,,90,0,10,4,-1644,4549,105,-101,0.0,5,0,0,120.009,-95,152.45,5,0.0,-0.4,-0.02,73.33,53,-0.45,-0.02,0.81,0.0,1,1.0,,0,0,0,0,0,0,0,0,1.1,9.04,7.95,1,,150.0,129.0,1.0,1.0,-1.0,0.42735042735042733,150.0,0.6410256410256411,1.3371428571428572,0.37777777777777777,0.5788235294117647,1.0,1.0,1,-1.0,10.495059802392095,14.0,2,0.006666666666666667,135.0
2023-06-30,LB_20230630_093123_BUY_0001,2023-06-30 13:31:24.087132900+00:00,2023-06-30 13:31:23+00:00,2023-06-30 13:31:24+00:00,discovery,B_CLEAN_BREAKOUT,SL; MFE<=10; MAE>=SL inicial,SELL,BUY,15258.75,60,60,SL,-60,60,10,09:35:48.822,True,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-06-30_NY.csv,190,196,212,209,211,190,-18,184,7.853069759318624,1.0,6.0,142,266,4,2.333333333333333,1.2,3,1.333333333333333,4,212,13.0,3.0,16.0,8.880450759431652,9,5,12,0,1,0.2,0,0.428571428571429,0.954434002924965,0.4,0.033018867924528,0.02046783625731,3,1.1,3.303982076124304,0.134592366901568,-0.502276806374772,0.886253541181769,0.14192389351625,12.9565597690522,5,0.999183406826719,,190,22,-3,266,76,75,0.142857142857143,0.355263157894737,0.52,4,1.5,-0.5,0.015037593984962,0.375,-0.333333333333333,0.115789473684211,-0.136363636363636,4,1,435,3,1.2,1,1.0,6.08276253029822,7.81024967590665,10.770329614269,1.383399112132242,2,0,1.0,0,1,,65,15,1740,396,2039,4386,28,368,0.62,11,2,0,84.0871,-80,-225.57,15,0.23,-0.23,-0.01,50.0,40,0.0,0.0,0.77,0.0,0,0.0,,0,0,0,0,0,0,0,0,15.49,87.13,71.65,1,,190.0,184.0,4.0,2.333333333333333,3.0,1.5037593984962405,47.5,0.7142857142857143,1.8732394366197183,0.3719298245614035,0.5915094339622642,1.0,1.0,1,0.75,8.880450759431652,9.0,2,0.021052631578947368,28.5
