request_id,fecha,BurstId,split,family_label_only,dataset,schema,symbols,stype_in,stype_out,start_utc,end_utc_exclusive,causal_cutoff_utc_inclusive,requested_seconds,post_download_filter,predictor_policy
NQ_MBO_2022-04-05_LB_20220405_093200_BUY_0001,2022-04-05,LB_20220405_093200_BUY_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-04-05T13:31:51.026000Z,2022-04-05T13:32:01.027000Z,2022-04-05T13:32:01.026000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-04-06_LB_20220406_093100_BUY_0001,2022-04-06,LB_20220406_093100_BUY_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-04-06T13:30:51.004000Z,2022-04-06T13:31:01.005000Z,2022-04-06T13:31:01.004000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-04-26_LB_20220426_093143_SELL_0001,2022-04-26,LB_20220426_093143_SELL_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-04-26T13:31:34.003000Z,2022-04-26T13:31:44.004000Z,2022-04-26T13:31:44.003000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-04-27_LB_20220427_093500_BUY_0001,2022-04-27,LB_20220427_093500_BUY_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-04-27T13:34:51.007000Z,2022-04-27T13:35:01.008000Z,2022-04-27T13:35:01.007000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-05-04_LB_20220504_093301_SELL_0001,2022-05-04,LB_20220504_093301_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-05-04T13:32:52.005000Z,2022-05-04T13:33:02.006000Z,2022-05-04T13:33:02.005000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-05-09_LB_20220509_093112_BUY_0001,2022-05-09,LB_20220509_093112_BUY_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-05-09T13:31:03.010000Z,2022-05-09T13:31:13.011000Z,2022-05-09T13:31:13.010000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-05-18_LB_20220518_093457_BUY_0001,2022-05-18,LB_20220518_093457_BUY_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-05-18T13:34:48.072000Z,2022-05-18T13:34:58.073000Z,2022-05-18T13:34:58.072000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-05-20_LB_20220520_093501_SELL_0001,2022-05-20,LB_20220520_093501_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-05-20T13:34:52.005000Z,2022-05-20T13:35:02.006000Z,2022-05-20T13:35:02.005000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-05-23_LB_20220523_093420_SELL_0001,2022-05-23,LB_20220523_093420_SELL_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-05-23T13:34:11.020000Z,2022-05-23T13:34:21.021000Z,2022-05-23T13:34:21.020000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-05-27_LB_20220527_093100_BUY_0001,2022-05-27,LB_20220527_093100_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-05-27T13:30:51.019000Z,2022-05-27T13:31:01.020000Z,2022-05-27T13:31:01.019000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-06-08_LB_20220608_093102_SELL_0001,2022-06-08,LB_20220608_093102_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-06-08T13:30:53.007000Z,2022-06-08T13:31:03.008000Z,2022-06-08T13:31:03.007000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-06-13_LB_20220613_093107_SELL_0001,2022-06-13,LB_20220613_093107_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-06-13T13:30:58.000000Z,2022-06-13T13:31:08.001000Z,2022-06-13T13:31:08.000000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-06-27_LB_20220627_093202_SELL_0001,2022-06-27,LB_20220627_093202_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-06-27T13:31:53.009000Z,2022-06-27T13:32:03.010000Z,2022-06-27T13:32:03.009000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-07-18_LB_20220718_093105_SELL_0001,2022-07-18,LB_20220718_093105_SELL_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-07-18T13:30:56.004000Z,2022-07-18T13:31:06.005000Z,2022-07-18T13:31:06.004000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-07-19_LB_20220719_093600_SELL_0001,2022-07-19,LB_20220719_093600_SELL_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-07-19T13:35:51.015000Z,2022-07-19T13:36:01.016000Z,2022-07-19T13:36:01.015000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-07-20_LB_20220720_093414_BUY_0001,2022-07-20,LB_20220720_093414_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-07-20T13:34:05.086000Z,2022-07-20T13:34:15.087000Z,2022-07-20T13:34:15.086000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-07-26_LB_20220726_093111_SELL_0001,2022-07-26,LB_20220726_093111_SELL_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-07-26T13:31:02.026000Z,2022-07-26T13:31:12.027000Z,2022-07-26T13:31:12.026000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-07-29_LB_20220729_093500_SELL_0001,2022-07-29,LB_20220729_093500_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-07-29T13:34:51.099000Z,2022-07-29T13:35:01.100000Z,2022-07-29T13:35:01.099000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-08-01_LB_20220801_093127_SELL_0001,2022-08-01,LB_20220801_093127_SELL_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-08-01T13:31:18.101000Z,2022-08-01T13:31:28.102000Z,2022-08-01T13:31:28.101000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-08-04_LB_20220804_093511_BUY_0001,2022-08-04,LB_20220804_093511_BUY_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-08-04T13:35:02.032000Z,2022-08-04T13:35:12.033000Z,2022-08-04T13:35:12.032000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-08-09_LB_20220809_093105_SELL_0001,2022-08-09,LB_20220809_093105_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-08-09T13:30:56.048000Z,2022-08-09T13:31:06.049000Z,2022-08-09T13:31:06.048000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-08-15_LB_20220815_093300_BUY_0001,2022-08-15,LB_20220815_093300_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-08-15T13:32:51.053000Z,2022-08-15T13:33:01.054000Z,2022-08-15T13:33:01.053000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-08-17_LB_20220817_093558_BUY_0001,2022-08-17,LB_20220817_093558_BUY_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-08-17T13:35:49.026000Z,2022-08-17T13:35:59.027000Z,2022-08-17T13:35:59.026000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-08-31_LB_20220831_093400_SELL_0001,2022-08-31,LB_20220831_093400_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-08-31T13:33:51.039000Z,2022-08-31T13:34:01.040000Z,2022-08-31T13:34:01.039000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-09-01_LB_20220901_093124_SELL_0002,2022-09-01,LB_20220901_093124_SELL_0002,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-09-01T13:31:15.053000Z,2022-09-01T13:31:25.054000Z,2022-09-01T13:31:25.053000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-09-06_LB_20220906_093405_BUY_0001,2022-09-06,LB_20220906_093405_BUY_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-09-06T13:33:56.074000Z,2022-09-06T13:34:06.075000Z,2022-09-06T13:34:06.074000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-09-28_LB_20220928_093328_SELL_0001,2022-09-28,LB_20220928_093328_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-09-28T13:33:19.039000Z,2022-09-28T13:33:29.040000Z,2022-09-28T13:33:29.039000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-10-11_LB_20221011_093101_SELL_0001,2022-10-11,LB_20221011_093101_SELL_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-10-11T13:30:52.078000Z,2022-10-11T13:31:02.079000Z,2022-10-11T13:31:02.078000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-10-18_LB_20221018_093155_SELL_0001,2022-10-18,LB_20221018_093155_SELL_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-10-18T13:31:46.038000Z,2022-10-18T13:31:56.039000Z,2022-10-18T13:31:56.038000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-10-25_LB_20221025_093119_BUY_0001,2022-10-25,LB_20221025_093119_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-10-25T13:31:10.076000Z,2022-10-25T13:31:20.077000Z,2022-10-25T13:31:20.076000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-10-26_LB_20221026_093108_SELL_0002,2022-10-26,LB_20221026_093108_SELL_0002,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-10-26T13:30:59.077000Z,2022-10-26T13:31:09.078000Z,2022-10-26T13:31:09.077000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-10-27_LB_20221027_093628_SELL_0001,2022-10-27,LB_20221027_093628_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-10-27T13:36:19.053000Z,2022-10-27T13:36:29.054000Z,2022-10-27T13:36:29.053000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-10-28_LB_20221028_093127_BUY_0001,2022-10-28,LB_20221028_093127_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-10-28T13:31:18.046000Z,2022-10-28T13:31:28.047000Z,2022-10-28T13:31:28.046000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2022-11-03_LB_20221103_093349_BUY_0001,2022-11-03,LB_20221103_093349_BUY_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2022-11-03T13:33:40.021000Z,2022-11-03T13:33:50.022000Z,2022-11-03T13:33:50.021000Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-03-21_LB_20230321_093130_BUY_0001,2023-03-21,LB_20230321_093130_BUY_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-03-21T13:31:21.049993Z,2023-03-21T13:31:31.050993Z,2023-03-21T13:31:31.049993Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-03-28_LB_20230328_093202_SELL_0001,2023-03-28,LB_20230328_093202_SELL_0001,discovery,B_CLEAN_BREAKOUT,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-03-28T13:31:53.022952Z,2023-03-28T13:32:03.023952Z,2023-03-28T13:32:03.022952Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-04-03_LB_20230403_093250_BUY_0001,2023-04-03,LB_20230403_093250_BUY_0001,discovery,C_MIXED_PATH,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-04-03T13:32:41.099847Z,2023-04-03T13:32:51.100847Z,2023-04-03T13:32:51.099847Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-04-04_LB_20230404_093600_SELL_0001,2023-04-04,LB_20230404_093600_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-04-04T13:35:51.053737Z,2023-04-04T13:36:01.054737Z,2023-04-04T13:36:01.053737Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-04-19_LB_20230419_093353_SELL_0001,2023-04-19,LB_20230419_093353_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-04-19T13:33:44.064843Z,2023-04-19T13:33:54.065843Z,2023-04-19T13:33:54.064843Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
NQ_MBO_2023-04-26_LB_20230426_093201_SELL_0001,2023-04-26,LB_20230426_093201_SELL_0001,discovery,A_TRUE_ABSORPTION,GLBX.MDP3,mbo,NQ.v.0,continuous,raw_symbol,2023-04-26T13:31:52.055938Z,2023-04-26T13:32:02.056938Z,2023-04-26T13:32:02.055938Z,10.001,ts_event<=causal_cutoff_utc_inclusive,PREENTRY_ONLY_NO_POST_BURST
